2025-12-27 14:37:47 - INFO - Found No Messages, repeat process
2025-12-27 17:48:33 - INFO - Found message, sending task messages/message-1920251227174833140258.json to worker...
2025-12-27 17:48:39 - INFO - Found message, sending task messages/message-1920251227174839158999.json to worker...
2025-12-27 17:49:06 - INFO - Found message, sending task messages/message-1920251227174906216088.json to worker...
2025-12-27 17:49:10 - INFO - Found message, sending task messages/message-1920251227174910243612.json to worker...
2025-12-27 17:49:18 - INFO - Found message, sending task messages/message-1920251227174918265400.json to worker...
2025-12-27 17:49:53 - INFO - Found message, sending task messages/message-1920251227174953331082.json to worker...
2025-12-27 17:50:18 - INFO - Found message, sending task messages/message-1920251227175018383994.json to worker...
2025-12-27 17:51:08 - INFO - Found message, sending task messages/message-1920251227175108493489.json to worker...
2025-12-27 17:51:24 - INFO - Found No Messages, repeat process
2025-12-27 17:51:35 - INFO - Found No Messages, repeat process
2025-12-27 17:51:46 - INFO - Found No Messages, repeat process
2025-12-27 17:51:57 - INFO - Found No Messages, repeat process
2025-12-27 17:52:08 - INFO - Found No Messages, repeat process
2025-12-27 17:52:19 - INFO - Found No Messages, repeat process
2025-12-27 17:52:30 - INFO - Found No Messages, repeat process
2025-12-27 17:52:41 - INFO - Found No Messages, repeat process
2025-12-27 17:52:52 - INFO - Found No Messages, repeat process
2025-12-27 17:53:03 - INFO - Found No Messages, repeat process
2025-12-27 17:53:14 - INFO - Found No Messages, repeat process
2025-12-27 17:53:25 - INFO - Found No Messages, repeat process
2025-12-27 17:53:36 - INFO - Found No Messages, repeat process
2025-12-27 17:53:47 - INFO - Found No Messages, repeat process
2025-12-27 17:53:58 - INFO - Found No Messages, repeat process
2025-12-27 17:54:09 - INFO - Found No Messages, repeat process
2025-12-27 17:54:20 - INFO - Found No Messages, repeat process
2025-12-27 17:54:31 - INFO - Found No Messages, repeat process
2025-12-27 17:54:42 - INFO - Found No Messages, repeat process
2025-12-27 17:54:53 - INFO - Found No Messages, repeat process
2025-12-27 17:55:04 - INFO - Found No Messages, repeat process
2025-12-27 17:55:15 - INFO - Found No Messages, repeat process
2025-12-27 17:55:26 - INFO - Found No Messages, repeat process
2025-12-27 17:55:37 - INFO - Found No Messages, repeat process
2025-12-27 17:55:48 - INFO - Found No Messages, repeat process
2025-12-27 17:55:59 - INFO - Found No Messages, repeat process
2025-12-27 17:56:10 - INFO - Found No Messages, repeat process
2025-12-27 17:56:21 - INFO - Found No Messages, repeat process
2025-12-27 17:56:32 - INFO - Found No Messages, repeat process
2025-12-27 17:56:43 - INFO - Found No Messages, repeat process
2025-12-27 17:56:54 - INFO - Found No Messages, repeat process
2025-12-27 17:57:05 - INFO - Found No Messages, repeat process
2025-12-27 17:57:16 - INFO - Found No Messages, repeat process
2025-12-27 17:57:27 - INFO - Found No Messages, repeat process
2025-12-27 17:57:38 - INFO - Found No Messages, repeat process
2025-12-27 17:57:49 - INFO - Found No Messages, repeat process
2025-12-27 17:58:00 - INFO - Found No Messages, repeat process
2025-12-27 17:58:11 - INFO - Found No Messages, repeat process
2025-12-27 17:58:22 - INFO - Found No Messages, repeat process
2025-12-27 17:58:33 - INFO - Found No Messages, repeat process
2025-12-27 17:58:44 - INFO - Found No Messages, repeat process
2025-12-27 17:58:55 - INFO - Found No Messages, repeat process
2025-12-27 17:59:06 - INFO - Found No Messages, repeat process
2025-12-27 17:59:18 - INFO - Found No Messages, repeat process
2025-12-27 17:59:29 - INFO - Found No Messages, repeat process
2025-12-27 17:59:40 - INFO - Found No Messages, repeat process
2025-12-27 17:59:51 - INFO - Found No Messages, repeat process
2025-12-27 18:00:02 - INFO - Found No Messages, repeat process
2025-12-27 18:00:13 - INFO - Found No Messages, repeat process
2025-12-27 18:00:24 - INFO - Found No Messages, repeat process
2025-12-27 18:00:35 - INFO - Found No Messages, repeat process
2025-12-27 18:00:46 - INFO - Found No Messages, repeat process
2025-12-27 18:00:57 - INFO - Found No Messages, repeat process
2025-12-27 18:01:08 - INFO - Found No Messages, repeat process
2025-12-27 18:01:19 - INFO - Found No Messages, repeat process
2025-12-27 18:01:30 - INFO - Found No Messages, repeat process
2025-12-27 18:01:41 - INFO - Found No Messages, repeat process
2025-12-27 18:01:52 - INFO - Found No Messages, repeat process
2025-12-27 18:02:03 - INFO - Found No Messages, repeat process
2025-12-27 18:02:14 - INFO - Found No Messages, repeat process
2025-12-27 18:02:25 - INFO - Found No Messages, repeat process
2025-12-27 18:02:36 - INFO - Found No Messages, repeat process
2025-12-27 18:02:47 - INFO - Found No Messages, repeat process
2025-12-27 18:02:58 - INFO - Found No Messages, repeat process
2025-12-27 18:03:09 - INFO - Found No Messages, repeat process
2025-12-27 18:03:20 - INFO - Found No Messages, repeat process
2025-12-27 18:03:31 - INFO - Found No Messages, repeat process
2025-12-27 18:03:42 - INFO - Found No Messages, repeat process
2025-12-27 18:03:53 - INFO - Found No Messages, repeat process
2025-12-27 18:04:04 - INFO - Found No Messages, repeat process
2025-12-27 18:04:15 - INFO - Found No Messages, repeat process
2025-12-27 18:04:26 - INFO - Found No Messages, repeat process
2025-12-27 18:04:37 - INFO - Found No Messages, repeat process
2025-12-27 18:04:48 - INFO - Found No Messages, repeat process
2025-12-27 18:04:59 - INFO - Found No Messages, repeat process
2025-12-27 18:05:10 - INFO - Found No Messages, repeat process
2025-12-27 18:05:21 - INFO - Found No Messages, repeat process
2025-12-27 18:05:32 - INFO - Found No Messages, repeat process
2025-12-27 18:05:43 - INFO - Found No Messages, repeat process
2025-12-27 18:05:54 - INFO - Found No Messages, repeat process
2025-12-27 18:06:05 - INFO - Found No Messages, repeat process
2025-12-27 18:06:16 - INFO - Found No Messages, repeat process
2025-12-27 18:06:27 - INFO - Found No Messages, repeat process
2025-12-27 18:06:38 - INFO - Found No Messages, repeat process
2025-12-27 18:06:49 - INFO - Found No Messages, repeat process
2025-12-27 18:07:00 - INFO - Found No Messages, repeat process
2025-12-27 18:07:11 - INFO - Found No Messages, repeat process
2025-12-27 18:07:22 - INFO - Found No Messages, repeat process
2025-12-27 18:07:33 - INFO - Found No Messages, repeat process
2025-12-27 18:07:44 - INFO - Found No Messages, repeat process
2025-12-27 18:07:55 - INFO - Found No Messages, repeat process
2025-12-27 18:08:06 - INFO - Found No Messages, repeat process
2025-12-27 18:08:17 - INFO - Found No Messages, repeat process
2025-12-27 18:08:28 - INFO - Found No Messages, repeat process
2025-12-27 18:08:39 - INFO - Found No Messages, repeat process
2025-12-27 18:08:50 - INFO - Found No Messages, repeat process
2025-12-27 18:09:01 - INFO - Found No Messages, repeat process
2025-12-27 18:09:12 - INFO - Found No Messages, repeat process
2025-12-27 18:09:23 - INFO - Found No Messages, repeat process
2025-12-27 18:09:34 - INFO - Found No Messages, repeat process
2025-12-27 18:09:45 - INFO - Found No Messages, repeat process
2025-12-27 18:09:56 - INFO - Found No Messages, repeat process
2025-12-27 18:10:07 - INFO - Found No Messages, repeat process
2025-12-27 18:10:18 - INFO - Found No Messages, repeat process
2025-12-27 18:10:29 - INFO - Found No Messages, repeat process
2025-12-27 18:10:40 - INFO - Found No Messages, repeat process
2025-12-27 18:10:44 - INFO - Found message, sending task messages/message-120251227181044007880.json to worker...
2025-12-27 18:10:45 - INFO - Found message, sending task messages/message-220251227181045029447.json to worker...
2025-12-27 18:10:46 - INFO - Found message, sending task messages/message-320251227181046051609.json to worker...
2025-12-27 18:10:47 - INFO - Found message, sending task messages/message-420251227181047069606.json to worker...
2025-12-27 18:10:48 - INFO - Found message, sending task messages/message-520251227181048098567.json to worker...
2025-12-27 18:10:49 - INFO - Found message, sending task messages/message-620251227181049135058.json to worker...
2025-12-27 18:10:50 - INFO - Found message, sending task messages/message-720251227181050167611.json to worker...
2025-12-27 18:10:51 - INFO - Found message, sending task messages/message-820251227181051178111.json to worker...
2025-12-27 18:10:52 - INFO - Found message, sending task messages/message-920251227181052194973.json to worker...
2025-12-27 18:10:53 - INFO - Found message, sending task messages/message-1020251227181053216469.json to worker...
2025-12-27 18:10:54 - INFO - Found message, sending task messages/message-1120251227181054227560.json to worker...
2025-12-27 18:10:55 - INFO - Found message, sending task messages/message-1220251227181055239926.json to worker...
2025-12-27 18:10:56 - INFO - Found message, sending task messages/message-1320251227181056257118.json to worker...
2025-12-27 18:10:57 - INFO - Found message, sending task messages/message-1420251227181057288796.json to worker...
2025-12-27 18:10:58 - INFO - Found message, sending task messages/message-1520251227181058301525.json to worker...
2025-12-27 18:10:59 - INFO - Found message, sending task messages/message-1620251227181059312571.json to worker...
2025-12-27 18:11:00 - INFO - Found message, sending task messages/message-1720251227181100331345.json to worker...
2025-12-27 18:11:01 - INFO - Found message, sending task messages/message-1820251227181101372793.json to worker...
2025-12-27 18:11:02 - INFO - Found message, sending task messages/message-1920251227181102416414.json to worker...
